id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
20947,Sui,SUI,sui,250,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,1295901469.4146154,10000000000.0,False,,60,,,,2024-04-29T04:45:00.000Z,1.2028123293261024,136954499.2232378,-24.121,0.66072505,-3.99973319,-13.96636357,-37.96593142,-24.5579938,-24.40703481,1558726265.0037124,0.0671,12028123293.26,,2024-04-29T04:45:00.000Z,20947.0,Sui Network,SUI,sui,0x2::sui::SUI,2024-04-29 12:46:40.516578
4030,Algorand,ALGO,algorand,418,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,8138266331.313346,10000000000.0,False,,61,8138266388.148807,1551158316.2921515,,2024-04-29T04:44:00.000Z,0.19060058276674205,51768819.5839779,-27.8785,0.46032851,-4.12374163,-0.91955564,-28.65153985,-12.61826736,13.86254644,1551158305.4592795,0.0667,1906005827.67,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
28298,Beam,BEAM,onbeam,119,2021-10-29T04:07:32.000Z,"['gaming', 'ethereum-ecosystem', 'binance-chain', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']",,52954796020.14748,62955102600.0,False,,62,52954796020.14748,1384052054.9487865,,2024-04-29T04:44:00.000Z,0.026136481659228796,13077901.33211473,-28.2663,0.43025627,-3.26881567,-14.84550938,-24.40771927,-22.99778616,39.91143461,1384052054.9487865,0.0595,1645424884.46,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,2024-04-29 12:46:40.516578
7080,Gala,GALA,gala,420,2020-09-16T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'polygon-ecosystem', 'play-to-earn', 'dwf-labs-portfolio']",,30348537501.487926,32377697637.50256,False,,63,34956971852.779305,1586739686.48406,,2024-04-29T04:44:00.000Z,0.04539122247678052,117152572.77472784,29.3568,0.46521499,-2.23791104,-9.29624757,-30.49514003,18.51555144,95.58481467,1377557217.5749552,0.0593,1469663276.75,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd1d2Eb1B1e90B638588728b4130137D262C87cae,2024-04-29 12:46:40.516578
7278,Aave,AAVE,aave,873,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",16000000.0,14809771.26017176,16000000.0,False,,64,,,0.12386399,2024-04-29T04:44:00.000Z,90.30737580886739,55917641.53828502,-3.5077,0.58056437,-2.13281983,-3.51952819,-29.62841558,-15.24452224,-2.96673202,1337431578.8356948,0.0575,1444918012.94,10797581759.79459,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2024-04-29 12:46:40.516578
29210,Jupiter,JUP,jupiter-ag,366,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain']",10000000000.0,1350000000.0,10000000000.0,False,,65,1500000000.0,1484574736.082188,,2024-04-29T04:45:00.000Z,0.9897164907214586,93532086.28073065,-21.3214,0.81451009,-4.61995472,-16.08903041,-33.24906459,79.1615161,-38.10863596,1336117262.4739692,0.0575,9897164907.21,,2024-04-29T04:45:00.000Z,5426.0,Solana,SOL,solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,2024-04-29 12:46:40.516578
4558,Flow,FLOW,flow,187,2021-01-27T00:00:00.000Z,"['platform', 'collectibles-nfts', 'staking', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,1503293597.0,1503293596.7863522,True,,66,,,,2024-04-29T04:45:00.000Z,0.8823062694141068,35183195.24199818,-4.8328,0.34612917,-3.81928347,-7.05110742,-34.10825536,-15.39230411,16.36876543,1326365365.4031837,0.0571,1326365365.21,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
1376,Neo,NEO,neo,327,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,False,,67,,,,2024-04-29T04:44:00.000Z,18.37119808133078,145929670.9037061,79.2894,0.58890332,0.7261744,-8.26490811,12.0824829,32.92369502,64.68305628,1295882836.726516,0.0557,1837119808.13,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
9481,Pendle,PENDLE,pendle,283,2021-04-29T00:00:00.000Z,"['olympus-pro-ecosystem', 'spartan-group', 'restaking', 'eigenlayer-ecosystem']",258446029.0,239185588.24463487,258446028.24463487,False,,68,,,,2024-04-29T04:44:00.000Z,5.394999361708164,56864351.11198922,-10.0364,0.54016316,-2.76096989,-8.81594522,18.60479595,72.95577203,103.69896958,1290406095.909597,0.0555,1394316161.49,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x808507121b80c02388fad14726482e061b8da827,2024-04-29 12:46:40.516578
3602,Bitcoin SV,BSV,bitcoin-sv,238,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel', 'bitcoin-ecosystem']",,19694390.625,19694390.625,False,,69,,,,2024-04-29T04:44:00.000Z,65.10544959658648,36146415.11699498,-12.1698,-0.08426929,-3.24814734,-8.84591823,-33.90945852,-23.35504363,-10.26887278,1282212156.1714227,0.0552,1282212156.17,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
16086,BitTorrent (New),BTT,bittorrent-new,155,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities', 'depin']",,968246428571000.0,990000000000000.0,False,,70,,,,2024-04-29T04:44:00.000Z,1.2733492006420862e-06,23641287.80425651,-20.2718,0.13366123,-4.11477255,-4.11398541,-21.23561495,12.01165733,46.19787967,1232915815.8454378,0.053,1260615708.64,,2024-04-29T04:44:00.000Z,1958.0,Tron20,TRX,tron,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,2024-04-29 12:46:40.516578
3155,Quant,QNT,quant,244,2018-08-10T00:00:00.000Z,"['platform', 'interoperability', 'real-world-assets']",14881364.0,12072738.0,14881364.0,False,,71,,,,2024-04-29T04:44:00.000Z,101.7412061134605,13715506.89603407,-4.0293,0.06294962,-3.21970604,-6.39416717,-24.54509177,-8.17305753,-5.34514612,1228294925.211807,0.0528,1514047921.97,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2024-04-29 12:46:40.516578
30171,Ethena,ENA,ethena,120,2024-03-29T04:42:08.000Z,"['defi', 'binance-labs-portfolio', 'okx-ventures-portfolio']",15000000000.0,1425000000.0,15000000000.0,False,,72,,,,2024-04-29T04:44:00.000Z,0.8223191023110754,300311380.5105761,1.7261,0.70333831,-3.97123395,-23.40719769,19.59156547,19.59156547,19.59156547,1171804720.7932825,0.0504,12334786534.67,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,2024-04-29 12:46:40.516578
7950,Flare,FLR,flare,72,2020-12-11T00:00:00.000Z,['dwf-labs-portfolio'],,38679005768.163895,100559787198.0,False,,73,38679005768.163895,1161289643.0099032,,2024-04-29T04:44:00.000Z,0.030023771809712416,5136873.51559297,-1.4753,0.4945042,-4.3402812,-11.41702497,-12.75537887,-37.25019388,33.23858387,1161289643.0099032,0.05,3019184104.07,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
2424,SingularityNET,AGIX,singularitynet,250,2018-01-18T00:00:00.000Z,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator', 'cardano-ecosystem', 'generative-ai']",2000000000.0,1282094972.153369,1401796166.0050192,False,,74,1000000000.0,883452745.9921056,,2024-04-29T04:45:00.000Z,0.8834527459921057,69247767.21307065,2.3635,1.28610436,-3.22704212,-11.53632037,-33.06320728,24.09129197,222.92278538,1132670323.7715662,0.0487,1766905491.98,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5B7533812759B45C2B44C19e320ba2cD2681b542,2024-04-29 12:46:40.516578
6892,MultiversX,EGLD,multiversx-egld,237,2020-09-04T00:00:00.000Z,"['pos', 'enterprise-solutions', 'distributed-computing', 'loyalty', 'defi', 'gaming', 'identity', 'payments', 'scaling', 'smart-contracts', 'software', 'binance-launchpad', 'binance-labs-portfolio', 'metaverse', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'mobile-payment', 'web3', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain', 'layer-1', 'dwf-labs-portfolio', 'multiversx-ecosystem', 'depin']",31415926.0,26874145.0,26879297.0,False,,75,26874145.0,1091600183.8520997,,2024-04-29T04:44:00.000Z,40.61897350974699,15595321.02475521,-13.1477,1.01570968,-2.76322861,-9.08472947,-33.27110087,-32.05279495,-26.86410651,1091600183.8520997,0.0469,1276082665.98,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
29587,Wormhole,W,wormhole,183,2024-03-29T04:25:44.000Z,"['collectibles-nfts', 'defi', 'interoperability', 'dao', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'governance', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'multicoin-capital-portfolio', 'web3', 'cross-chain', 'jump-crypto']",,1800000000.0,10000000000.0,False,,76,1800000000.0,1082378906.913151,,2024-04-29T04:44:00.000Z,0.6013216149517505,127207823.3200047,36.1888,0.64944376,-1.32461406,-5.12656048,-56.40916863,-56.40916863,-56.40916863,1082378906.913151,0.0466,0.0,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,2024-04-29 12:46:40.516578
21159,Ondo,ONDO,ondo-finance,128,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,False,,77,1426647567.0,1105447295.5837538,,2024-04-29T04:45:00.000Z,0.774856608705627,109431274.79649086,-9.5976,0.87405729,-3.99766566,-5.58915758,-14.06115991,98.69433755,204.70625713,1076864595.3586223,0.0463,7748566087.06,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,2024-04-29 12:46:40.516578
6783,Axie Infinity,AXS,axie-infinity,444,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",270000000.0,143740973.21268427,270000000.0,False,,78,143740921.189841,1033401649.5334852,,2024-04-29T04:45:00.000Z,7.189335096639979,30336810.33045052,-8.7011,0.44643658,-4.20397092,-7.37748061,-35.775693,-21.2624968,-3.664721,1033402023.5431381,0.0445,1941120476.09,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,2024-04-29 12:46:40.516578
4066,Chiliz,CHZ,chiliz,453,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",8888888888.0,8888289967.124962,8888888888.0,False,,79,,,,2024-04-29T04:44:00.000Z,0.11364438796682944,44569711.49179384,-3.0116,0.68211209,-1.13113457,-3.81524199,-24.83476107,-20.95605836,9.29488847,1010104273.3856268,0.0435,1010172337.38,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,2024-04-29 12:46:40.516578
6210,The Sandbox,SAND,the-sandbox,548,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",3000000000.0,2257731926.2233224,3000000000.0,False,,80,,,,2024-04-29T04:45:00.000Z,0.4438484664930045,58154782.25567852,-9.0061,0.04265731,-3.85287259,-9.11792544,-37.31848466,-22.34825346,-3.85726345,1002090853.2065189,0.0431,1331545399.48,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,2024-04-29 12:46:40.516578
7431,Akash Network,AKT,akash-network,79,2020-10-16T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'distributed-computing', 'web3', 'injective-ecosystem', 'generative-ai', 'depin']",388539008.0,235039608.395574,235039608.395574,False,,81,,,,2024-04-29T04:44:00.000Z,4.216006903298332,12964883.69322958,17.8484,-1.52767439,-5.53787652,4.02557244,-18.22697987,-12.26390399,45.77896044,990928611.5442766,0.0426,1638083139.93,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
2011,Tezos,XTZ,tezos,374,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio', 'layer-1']",,979952013.509726,1000518648.837597,True,,82,,,,2024-04-29T04:44:00.000Z,1.0067659947973646,27057660.40835566,23.1339,0.62414658,-0.79230411,-5.30585381,-28.41364506,-20.01020344,1.57637079,986582363.7347999,0.0424,1007288152.81,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
28324,dYdX (Native),DYDX,dydx-chain,150,2021-08-03T00:00:00.000Z,['decentralized-exchange-dex-token'],,464677529.17,722022077.48,False,,83,501325666.72,1055373831.8062503,,2024-04-29T04:44:00.000Z,2.1051661661594054,4601945.84391014,-12.9809,0.05714964,-3.54046885,-11.57889844,-38.97842566,-39.60671428,-24.10986459,978223412.5832342,0.0421,1519976448.73,,2024-04-29T04:44:00.000Z,12220.0,Osmosis,OSMO,osmosis,ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C,2024-04-29 12:46:40.516578
10791,eCash,XEC,ecash,93,2021-07-08T00:00:00.000Z,['layer-1'],21000000000000.0,19694882798092.0,19694882798092.0,False,,84,19694876548092.0,978444749.6786361,,2024-04-29T04:45:00.000Z,4.968016668139135e-05,14572855.04921982,-0.3521,0.88109779,-3.99899147,-9.18329653,-25.71693606,34.55044432,58.12667306,978445060.1796778,0.0421,1043283500.31,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
2586,Synthetix,SNX,synthetix,597,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",,327769196.1395232,328193104.0887736,False,,85,,,,2024-04-29T04:45:00.000Z,2.9462445595957645,27856501.61871205,13.7156,0.73346603,-0.64065518,-6.12139033,-37.73951547,-27.24112997,-8.4788914,965688210.9291472,0.0415,966937147.42,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,2024-04-29 12:46:40.516578
2087,KuCoin Token,KCS,kucoin-token,47,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token']",170118638.0,96132689.28856075,143632689.28847674,False,,86,,,,2024-04-29T04:45:00.000Z,10.027996194283848,1394683.89314214,48.1304,-0.04089812,-0.64093796,3.34366629,-7.32012598,-10.64342567,1.05381592,964018242.3319588,0.0414,1705949054.44,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,2024-04-29 12:46:40.516578
13502,Worldcoin,WLD,worldcoin-org,280,2021-10-28T15:31:43.000Z,"['privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem']",10000000000.0,198613484.70295906,10000000000.0,False,,87,198613484.70295906,921184089.442903,,2024-04-29T04:44:00.000Z,4.638074251708543,166459852.53756988,-26.2228,0.35833102,-5.58751074,-17.53867278,-44.28324613,-40.17281114,96.43332587,921184089.442903,0.0396,46380742517.09,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,2024-04-29 12:46:40.516578
8646,Mina,MINA,mina,145,2021-03-02T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio']",,1094625142.8400393,1152638092.8400393,True,,88,,,,2024-04-29T04:45:00.000Z,0.8344906448220333,16953846.16937482,-21.9643,0.55592516,-5.25349585,-4.71758318,-33.18826614,-36.03988088,-28.16250364,913454441.2869947,0.0393,961865705.34,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
22691,Starknet,STRK,starknet-token,126,2024-02-20T12:19:19.000Z,"['zero-knowledge-proofs', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups']",10000000000.0,728000000.0,10000000000.0,False,,89,728000000.0,904597378.8986841,,2024-04-29T04:45:00.000Z,1.2425788171685221,135929870.3277344,-11.2973,-0.07270628,-4.24803054,-7.48552421,-43.05349116,-33.47219802,-47.07508544,904597378.8986841,0.0389,12425788171.69,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,2024-04-29 12:46:40.516578
7334,Conflux,CFX,conflux-network,159,2020-11-11T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'payments', 'research', 'smart-contracts', 'staking', 'hybrid-pow-dpos', 'huobi-capital-portfolio', 'web3', 'injective-ecosystem', 'bnb-chain', 'dwf-labs-portfolio']",,3944811896.21,4994811909.96,True,,90,3944810609.28,900772988.598073,,2024-04-29T04:44:00.000Z,0.2283437857521075,45851570.79404592,56.9729,-1.02934405,-5.37240387,-10.12780179,-52.43780305,-15.59430155,-2.32668779,900773282.4605412,0.0388,1140534260.64,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
1765,EOS,EOS,eos,666,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'eos', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'dwf-labs-portfolio']",,1124389444.1581,1124389444.1581,True,,91,1124389444.1581,889014685.2736539,,2024-04-29T04:44:00.000Z,0.7906643822499724,99361558.08167678,-15.2517,0.68708806,-3.21257391,-4.70233137,-27.47005651,-8.79432629,10.37293071,889014685.2736539,0.0382,889014685.27,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
8425,JasmyCoin,JASMY,jasmy,205,2021-02-11T00:00:00.000Z,"['iot', 'ethereum-ecosystem', 'dwf-labs-portfolio']",50000000000.0,49299999677.16958,50000000000.0,False,,92,,,,2024-04-29T04:45:00.000Z,0.01799831113811387,26975237.05605432,-5.7432,0.65274324,-2.92554443,-11.75526408,-14.40945968,-20.69293099,248.42894399,887316733.2986114,0.0382,899915556.91,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC,2024-04-29 12:46:40.516578
14101,Ronin,RON,ronin,63,2021-11-08T17:57:40.000Z,"['platform', 'gaming', 'staking', 'layer-1']",,316372007.388461,1000000000.0,False,,93,316371541.0816001,885040906.940959,,2024-04-29T04:44:00.000Z,2.7974731984906467,13295854.18901702,-41.5423,0.35120758,-3.35130403,-19.25320194,-31.23363213,-1.87637124,7.07622831,885042211.4219044,0.0381,2797473198.49,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
25028,ORDI,ORDI,ordi,159,2023-05-08T05:51:24.000Z,"['bitcoin-ecosystem', 'brc-20', 'inscriptions']",21000000.0,21000000.0,21000000.0,False,,94,21000000.0,874113980.5633585,,2024-04-29T04:45:00.000Z,41.624475264921834,105400724.23709226,-1.8493,0.30411157,-4.41517071,-16.4892706,-34.91007309,-45.2003997,-32.59190524,874113980.5633585,0.0376,874113980.56,,2024-04-29T04:45:00.000Z,1.0,Ordinals - BRC20,BTC,bitcoin,b61b0172d95e266c18aea0c624db987e971a5d6d4ebc2aaed85da4642d635735i0,2024-04-29 12:46:40.516578
1659,Gnosis,GNO,gnosis-gno,177,2017-05-01T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'prediction-markets', 'kenetic-capital-portfolio', 'arbitrum-ecosytem', 'layer-1']",3000000.0,2589588.0,3000000.0,False,,95,,,,2024-04-29T04:44:00.000Z,334.055899610953,13837066.27473122,-3.5364,-0.18381674,-2.31336221,-8.41938245,-7.54534357,-14.40538767,49.9105294,865067148.9617286,0.0372,1002167698.83,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6810e776880c02933d47db1b9fc05908e5386b96,2024-04-29 12:46:40.516578
1966,Decentraland,MANA,decentraland,491,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn', 'sec-security-token', 'alleged-sec-securities']",,1908319865.391588,2193179327.320146,False,,96,,,,2024-04-29T04:44:00.000Z,0.44132029058207334,39107856.90335067,-10.8324,0.73473416,-4.01166797,-8.04474101,-34.9756832,-24.55978544,-2.9380182,842180277.5181587,0.0362,967894538.03,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2024-04-29 12:46:40.516578
28177,Pyth Network,PYTH,pyth-network,215,2023-11-20T09:42:13.000Z,"['oracles', 'solana-ecosystem']",,1499988995.636426,9999988995.636427,False,,97,1500000000.0,841409297.832531,,2024-04-29T04:44:00.000Z,0.560939531888354,48702899.33170389,2.2353,0.44398373,-5.21998326,-17.75535592,-40.91067069,-15.01537823,41.98780633,841403125.0499791,0.0362,5609389146.1,,2024-04-29T04:44:00.000Z,5426.0,Solana,SOL,solana,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,2024-04-29 12:46:40.516578
5665,Helium,HNT,helium,135,2020-06-05T00:00:00.000Z,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'solana-ecosystem', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3', 'depin']",223000000.0,160875441.82421333,160875441.82421333,False,,98,,,,2024-04-29T04:44:00.000Z,5.171952512516844,57192928.36284344,160.3645,-0.66702259,13.79758961,28.72678732,-18.88900134,-44.71152624,-34.82017128,832040145.5449975,0.0358,1153345410.29,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
4948,Nervos Network,CKB,nervos-network,116,2019-11-19T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'interoperability', 'research', 'scaling', 'smart-contracts', 'dao', 'polychain-capital-portfolio', 'rollups', 'blockchain-capital-portfolio', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', '1confirmation-portfolio', 'multicoin-capital-portfolio', 'web3']",,44050887385.934044,44731170605.67409,True,,99,,,,2024-04-29T04:44:00.000Z,0.01790663373052966,57312240.98270531,52.5639,1.85735052,1.61803604,-11.53565468,-7.43223019,12.52736748,443.1208265,788803105.9247301,0.0339,800984688.37,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
18876,ApeCoin,APE,apecoin-ape,400,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,604895833.0,1000000000.0,False,,100,604895833.0,776608362.4508195,,2024-04-29T04:45:00.000Z,1.2838712387870252,46175289.85580029,-32.3039,0.81730161,-3.11579938,-2.83014233,-35.90787135,-32.4080784,-9.5996911,776608362.4508195,0.0334,1283871238.79,,2024-04-29T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,2024-04-29 12:46:40.516578
