id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,11018,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19691615.0,19691615.0,False,,1,,,,2024-04-29T04:45:00.000Z,62617.892760711984,18725590829.00402,6.5657,-0.06563061,-1.99425201,-4.70311438,-10.53413867,0.73783804,44.23366508,1233047436355.2275,53.0289,1314975747974.95,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
1027,Ethereum,ETH,ethereum,8875,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122054907.65624537,122054907.65624537,True,,2,,,,2024-04-29T04:44:00.000Z,3203.2623045177857,12459049871.511715,6.6095,0.04197226,-3.08086805,0.37912359,-8.50272035,-7.05381677,38.75383441,390973884776.65,16.8192,390973884776.65,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
825,Tether USDt,USDT,tether,84301,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110562912298.67532,113086550461.62344,True,,3,,,,2024-04-29T04:44:00.000Z,0.999793117845592,38354694919.12731,2.1181,-0.00017801,0.03470964,-0.05424139,-0.07980148,-0.03834612,-0.00241136,110540038805.18135,4.7553,113063154872.43,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-29 12:46:40.516578
1839,BNB,BNB,bnb,2152,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587939.3244506,147587939.3244506,False,,4,,,,2024-04-29T04:44:00.000Z,595.866974252313,700476951.1612418,3.6033,0.51445409,-0.35173729,-0.60565033,-2.10860478,44.2254864,91.65689067,87942778841.39433,3.7832,87942778841.39,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447282338.52930415,574915965.1820111,True,,5,,,,2024-04-29T04:44:00.000Z,136.25516953139635,2048028250.1379313,1.1908,-0.07336116,-4.78987065,-9.83261884,-30.5966711,10.98583105,33.71792314,60944530864.70975,2.6222,78335272302.18,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
3408,USDC,USDC,usd-coin,18745,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33514568158.66267,33514568158.66267,False,,6,,,,2024-04-29T04:44:00.000Z,0.999942608085917,4288616631.790856,0.7495,0.00399168,-0.00861692,-0.0080224,-0.00957396,0.01428881,-0.00890935,33512644693.446377,1.4417,33512644693.45,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-29 12:46:40.516578
52,XRP,XRP,xrp,1307,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-29T04:45:00.000Z,0.5076807340903623,697271600.9680889,14.6293,0.1807196,-2.74166171,-5.7035464,-18.91553481,-13.99917695,-5.25847854,28042208944.266388,1.2063,50768073409.04,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144079916383.70523,144079916383.70523,True,,8,,,,2024-04-29T04:45:00.000Z,0.1450010789847784,693688984.0244483,-5.0407,0.09494267,-3.11551558,-9.8208197,-31.39461743,15.83612712,78.15401094,20891743335.67391,0.8987,20891743335.67,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
11419,Toncoin,TON,toncoin,302,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472469326.9632254,5105881814.267657,True,,9,3414166606.0,18324832908.526543,,2024-04-29T04:44:00.000Z,5.367293112270146,124308904.10612518,-13.3029,0.30604846,-1.6876584,-12.87905627,5.48633336,110.05735651,153.08876431,18637760701.17907,0.8018,27404764293.78,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
2010,Cardano,ADA,cardano,1157,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643177363.312,36827102020.956,False,,10,,,,2024-04-29T04:44:00.000Z,0.4553630891823445,267924791.89877415,3.0972,-0.11845236,-3.44987796,-10.51938355,-30.78991008,-29.93759032,-13.99764418,16230587352.431965,0.6982,20491339013.21,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
5994,Shiba Inu,SHIB,shiba-inu,800,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-29T04:44:00.000Z,2.399594852730219e-05,390867609.5819956,0.6694,0.65834633,-3.55946941,-11.26195153,-21.72981405,79.19431009,158.5525812,14140558369.545568,0.6083,14146429594.53,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-29 12:46:40.516578
5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,378691014.4070216,437380654.4070216,False,,12,,,,2024-04-29T04:44:00.000Z,33.64518392101933,252170205.85102046,-8.5856,0.27959941,-3.4545021,-12.17900236,-37.41613776,-18.53025824,-5.83202676,12741128828.961622,0.548,24081497291.99,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87556062413.60913,87556079665.23613,True,,13,71659659264.0,8616530482.96861,,2024-04-29T04:44:00.000Z,0.12024241493006008,258591441.16035622,1.7113,-0.10812129,-0.08676871,7.95453696,-0.07955572,-15.79125708,7.00895937,10527952386.379427,0.453,10527954460.76,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-29T04:45:00.000Z,6.721689331728813,126748925.38556944,-9.3734,0.23830126,-2.4466774,-7.98599403,-30.03544585,-20.8162134,-3.87851415,9665476239.150162,0.4158,9665476239.15,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19698659.375,19698659.375,False,,15,,,,2024-04-29T04:44:00.000Z,463.889244597024,249004018.54593349,-7.5703,0.01406688,-3.78922206,-9.02934322,-22.70986946,48.63408962,92.16497511,9137996217.042835,0.3931,9741674136.54,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
1975,Chainlink,LINK,chainlink,1738,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,16,,,,2024-04-29T04:44:00.000Z,13.988604643029696,230307818.16692877,-9.7264,0.68143028,-2.04196271,-12.06853377,-26.24676917,-28.73025043,-6.4669403,8212709372.598449,0.3533,13988604643.03,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-04-29 12:46:40.516578
6535,NEAR Protocol,NEAR,near-protocol,398,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1066836477.0,1188203636.0,False,,17,,,,2024-04-29T04:45:00.000Z,6.9362653191512775,434667569.443202,-35.0382,0.19641724,-5.43238222,3.80409127,-4.07474135,79.21489811,133.23930859,7399860856.620629,0.3183,8241695672.48,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
3890,Polygon,MATIC,polygon,1370,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899026059.14745,10000000000.0,False,,18,,,,2024-04-29T04:44:00.000Z,0.7155452020220999,207852064.4558132,-12.247,0.10512996,-3.67548269,-2.50078491,-27.78463144,-30.32541328,-11.50399628,7083200601.314693,0.3047,7155452020.22,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
8916,Internet Computer,ICP,internet-computer,236,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",,463214823.4396026,518086512.63807887,True,,19,463214823.4396026,6301916478.167486,,2024-04-29T04:44:00.000Z,13.604738361722953,123024522.07815957,32.7106,1.54509579,0.96218228,-10.21699064,-24.18981014,5.00697354,10.52432782,6301916478.167486,0.2711,7048431453.18,,2024-04-29T04:44:00.000Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-04-29 12:46:40.516578
2,Litecoin,LTC,litecoin,1177,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74474549.85750493,84000000.0,False,,20,,,,2024-04-29T04:45:00.000Z,83.67568914858009,307283082.52332324,-20.1871,-0.34244976,-0.81435576,-1.90160523,-20.27697817,2.89175825,22.94419944,6231709283.357013,0.2681,7028757888.48,,2024-04-29T04:45:00.000Z,,,,,,2024-04-29 12:46:40.516578
4943,Dai,DAI,multi-collateral-dai,3199,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,21,,,,2024-04-29T04:44:00.000Z,1.0001158676329218,703895816.9037112,50.8585,0.00849245,0.01269323,-0.02293316,0.00237235,0.01254252,0.01095735,5348508242.939126,0.2301,5348508242.94,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-29 12:46:40.516578
3957,UNUS SED LEO,LEO,unus-sed-leo,46,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,926529859.9,985239504.0,False,,22,,,,2024-04-29T04:44:00.000Z,5.748060278847145,1336297.92583075,-21.6778,-0.05812818,-1.07614448,-0.36879614,-5.59810672,33.72580882,43.88591092,5325749484.857,0.2291,5663216058.09,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-04-29 12:46:40.516578
7083,Uniswap,UNI,uniswap,1004,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",1000000000.0,598736139.71,1000000000.0,False,,23,,,0.80172055,2024-04-29T04:44:00.000Z,7.7010931898295025,177064860.3327761,56.8859,0.29068028,-4.02551072,-3.20559784,-39.15534758,-28.4508044,25.04799271,4610922808.025487,0.1984,7701093189.83,5751284311.68844,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-04-29 12:46:40.516578
26081,First Digital USD,FDUSD,first-digital-usd,291,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin']",,4418272015.04,4418272015.04,False,,24,,,,2024-04-29T04:44:00.000Z,0.9994214260194396,4715308075.380832,15.3753,0.02117529,0.02085572,-0.18398848,-0.61952774,0.12340459,-0.03014376,4415715717.81306,0.19,4415715717.81,,2024-04-29T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2024-04-29 12:46:40.516578
1321,Ethereum Classic,ETC,ethereum-classic,524,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,146791023.129096,210700000.0,False,,25,,,,2024-04-29T04:44:00.000Z,27.633223046223208,321703609.21034735,59.8441,0.07082201,-3.38780969,-1.24598774,-18.54497249,-10.98716318,12.36236734,4056309083.3096194,0.1745,5822320095.84,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
21794,Aptos,APT,aptos,374,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,426909994.9870599,1093333900.934635,True,,26,130000000.0,1185165871.0013344,,2024-04-29T04:44:00.000Z,9.11666054616411,101678994.90103287,1.4024,2.55312074,0.19090261,-10.40810679,-48.28295232,-25.87018553,-0.06486906,3891993508.0616474,0.1674,9967554038.43,,2024-04-29T04:44:00.000Z,,,,,,2024-04-29 12:46:40.516578
